200610 180339.097|CONFIG|Thread-7|setFileHandlers|Now logging to C:\Users\Admin\Desktop\CTDL_GT_TS\Thuc Hanh\Buoi 2\pc2Client\pc2Client\bin\logs directory.
200610 191613.931|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191613.931|INFO|Thread-37|dumpPacket|    To: TEAM130 @ site 1
200610 191613.931|INFO|Thread-37|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Time_Limit_Exceeded--5167944170633172452 id JudgementRecord-4953773721583062509
200610 191613.931|INFO|Thread-37|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 191613.931|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 325 JUDGED 75 min 4510231ms from TEAM130 @ site 1 id Run--7732399233194500199 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191616.916|INFO|Thread-37|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 325 JUDGED 75 min 4510231ms from TEAM130 @ site 1 id Run--7732399233194500199 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213; runFiles=null
200610 191616.916|INFO|Thread-37|runChanged|Event not for me: sent to null but my ID is TEAM130 @ site 1
200610 191616.916|INFO|Thread-37|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #3280 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191741.860|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for KIEM TRA - BAI 5 C/C++ file: C:\Users\Admin\Desktop\CTDL_GT_TS\Thuc Hanh\Buoi 2\5.cpp
200610 191741.861|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #10 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 191741.861|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #10 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 191742.032|INFO|Thread-39|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3352 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191742.032|INFO|Thread-39|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3352, o#3352 ) recieveObject
200610 191742.032|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191742.032|INFO|Thread-39|dumpPacket|    To: TEAM130 @ site 1
200610 191742.032|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 337 QUEUED_FOR_COMPUTER_JUDGEMENT 76 min 4608643ms from TEAM130 @ site 1 id Run-3304804014068685902 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191742.032|INFO|Thread-39|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3352 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191742.032|INFO|Thread-39|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3352, o#3352 ) handlePacket
200610 191742.032|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191742.032|INFO|Thread-39|dumpPacket|    To: TEAM130 @ site 1
200610 191742.032|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 337 QUEUED_FOR_COMPUTER_JUDGEMENT 76 min 4608643ms from TEAM130 @ site 1 id Run-3304804014068685902 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191742.861|INFO|Thread-39|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3352 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191744.233|INFO|Thread-40|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #3360 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191744.233|INFO|Thread-40|dumpPacket|Packet RUN_JUDGEMENT (Seq #3360, o#3360 ) recieveObject
200610 191744.233|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191744.234|INFO|Thread-40|dumpPacket|    To: TEAM130 @ site 1
200610 191744.234|INFO|Thread-40|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord-216948764019689096
200610 191744.234|INFO|Thread-40|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 191744.234|INFO|Thread-40|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 337 JUDGED 76 min 4608643ms from TEAM130 @ site 1 id Run-3304804014068685902 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191744.234|INFO|Thread-40|info|handlePacket start Packet[RUN_JUDGEMENT] #3360 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 191744.234|INFO|Thread-40|dumpPacket|Packet RUN_JUDGEMENT (Seq #3360, o#3360 ) handlePacket
200610 191744.234|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 191744.234|INFO|Thread-40|dumpPacket|    To: TEAM130 @ site 1
200610 191744.234|INFO|Thread-40|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord-216948764019689096
200610 191744.234|INFO|Thread-40|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 191744.234|INFO|Thread-40|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 337 JUDGED 76 min 4608643ms from TEAM130 @ site 1 id Run-3304804014068685902 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 191745.300|INFO|Thread-40|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 337 JUDGED 76 min 4608643ms from TEAM130 @ site 1 id Run-3304804014068685902 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213; runFiles=null
200610 191745.300|INFO|Thread-40|runChanged|Event not for me: sent to null but my ID is TEAM130 @ site 1
200610 191745.300|INFO|Thread-40|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #3360 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 192016.668|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for KIEM TRA - BAI 5 C/C++ file: C:\Users\Admin\Desktop\CTDL_GT_TS\Thuc Hanh\Buoi 2\5.cpp
200610 192016.669|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #11 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 192016.669|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #11 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 192016.805|INFO|Thread-42|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3517 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 192016.805|INFO|Thread-42|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3517, o#3517 ) recieveObject
200610 192016.805|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 192016.805|INFO|Thread-42|dumpPacket|    To: TEAM130 @ site 1
200610 192016.805|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 355 QUEUED_FOR_COMPUTER_JUDGEMENT 79 min 4763438ms from TEAM130 @ site 1 id Run--7601931351454426284 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 192016.805|INFO|Thread-42|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3517 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 192016.805|INFO|Thread-42|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3517, o#3517 ) handlePacket
200610 192016.805|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 192016.805|INFO|Thread-42|dumpPacket|    To: TEAM130 @ site 1
200610 192016.805|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 355 QUEUED_FOR_COMPUTER_JUDGEMENT 79 min 4763438ms from TEAM130 @ site 1 id Run--7601931351454426284 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 192017.452|INFO|Thread-42|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3517 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 192019.905|INFO|Thread-43|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #3523 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 192019.905|INFO|Thread-43|dumpPacket|Packet RUN_JUDGEMENT (Seq #3523, o#3523 ) recieveObject
200610 192019.905|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 192019.905|INFO|Thread-43|dumpPacket|    To: TEAM130 @ site 1
200610 192019.905|INFO|Thread-43|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord--7530639037444621672
200610 192019.906|INFO|Thread-43|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 192019.906|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 355 JUDGED 79 min 4763438ms from TEAM130 @ site 1 id Run--7601931351454426284 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 192019.906|INFO|Thread-43|info|handlePacket start Packet[RUN_JUDGEMENT] #3523 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 192019.906|INFO|Thread-43|dumpPacket|Packet RUN_JUDGEMENT (Seq #3523, o#3523 ) handlePacket
200610 192019.906|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 192019.906|INFO|Thread-43|dumpPacket|    To: TEAM130 @ site 1
200610 192019.906|INFO|Thread-43|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord--7530639037444621672
200610 192019.906|INFO|Thread-43|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 192019.906|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 355 JUDGED 79 min 4763438ms from TEAM130 @ site 1 id Run--7601931351454426284 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 192020.765|INFO|Thread-43|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 355 JUDGED 79 min 4763438ms from TEAM130 @ site 1 id Run--7601931351454426284 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213; runFiles=null
200610 192020.765|INFO|Thread-43|runChanged|Event not for me: sent to null but my ID is TEAM130 @ site 1
200610 192020.765|INFO|Thread-43|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #3523 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 194138.363|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for KIEM TRA - BAI 5 C/C++ file: C:\Users\Admin\Desktop\CTDL_GT_TS\Thuc Hanh\Buoi 2\5.cpp
200610 194138.364|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #12 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 194138.364|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #12 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 194138.531|INFO|Thread-45|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #4701 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 194138.531|INFO|Thread-45|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4701, o#4701 ) recieveObject
200610 194138.531|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 194138.531|INFO|Thread-45|dumpPacket|    To: TEAM130 @ site 1
200610 194138.531|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 506 QUEUED_FOR_COMPUTER_JUDGEMENT 100 min 6045132ms from TEAM130 @ site 1 id Run-7589645648709515031 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 194138.531|INFO|Thread-45|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #4701 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 194138.531|INFO|Thread-45|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #4701, o#4701 ) handlePacket
200610 194138.531|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 194138.531|INFO|Thread-45|dumpPacket|    To: TEAM130 @ site 1
200610 194138.531|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 506 QUEUED_FOR_COMPUTER_JUDGEMENT 100 min 6045132ms from TEAM130 @ site 1 id Run-7589645648709515031 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 194139.405|INFO|Thread-45|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #4701 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 194141.469|INFO|Thread-46|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #4705 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 194141.469|INFO|Thread-46|dumpPacket|Packet RUN_JUDGEMENT (Seq #4705, o#4705 ) recieveObject
200610 194141.469|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 194141.469|INFO|Thread-46|dumpPacket|    To: TEAM130 @ site 1
200610 194141.469|INFO|Thread-46|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord--8029084825077771551
200610 194141.469|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 194141.469|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 506 JUDGED 100 min 6045132ms from TEAM130 @ site 1 id Run-7589645648709515031 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 194141.469|INFO|Thread-46|info|handlePacket start Packet[RUN_JUDGEMENT] #4705 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 194141.469|INFO|Thread-46|dumpPacket|Packet RUN_JUDGEMENT (Seq #4705, o#4705 ) handlePacket
200610 194141.469|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 194141.469|INFO|Thread-46|dumpPacket|    To: TEAM130 @ site 1
200610 194141.469|INFO|Thread-46|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord--8029084825077771551
200610 194141.469|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 194141.469|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 506 JUDGED 100 min 6045132ms from TEAM130 @ site 1 id Run-7589645648709515031 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 194142.219|INFO|Thread-46|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 506 JUDGED 100 min 6045132ms from TEAM130 @ site 1 id Run-7589645648709515031 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213; runFiles=null
200610 194142.219|INFO|Thread-46|runChanged|Event not for me: sent to null but my ID is TEAM130 @ site 1
200610 194142.219|INFO|Thread-46|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #4705 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 195019.170|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for KIEM TRA - BAI 5 C/C++ file: C:\Users\Admin\Desktop\CTDL_GT_TS\Thuc Hanh\Buoi 2\5.cpp
200610 195019.170|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #13 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 195019.171|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #13 TEAM130 @ site 1 -> SERVER0 @ site 1
200610 195019.334|INFO|Thread-48|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #5089 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 195019.334|INFO|Thread-48|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #5089, o#5089 ) recieveObject
200610 195019.334|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 195019.334|INFO|Thread-48|dumpPacket|    To: TEAM130 @ site 1
200610 195019.334|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 557 QUEUED_FOR_COMPUTER_JUDGEMENT 109 min 6565943ms from TEAM130 @ site 1 id Run--5071392802779779336 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 195019.334|INFO|Thread-48|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #5089 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 195019.334|INFO|Thread-48|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #5089, o#5089 ) handlePacket
200610 195019.334|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 195019.335|INFO|Thread-48|dumpPacket|    To: TEAM130 @ site 1
200610 195019.335|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 557 QUEUED_FOR_COMPUTER_JUDGEMENT 109 min 6565943ms from TEAM130 @ site 1 id Run--5071392802779779336 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 195020.316|INFO|Thread-48|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #5089 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 195021.621|INFO|Thread-49|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #5093 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 195021.621|INFO|Thread-49|dumpPacket|Packet RUN_JUDGEMENT (Seq #5093, o#5093 ) recieveObject
200610 195021.621|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 195021.621|INFO|Thread-49|dumpPacket|    To: TEAM130 @ site 1
200610 195021.621|INFO|Thread-49|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord--8682538470274188943
200610 195021.621|INFO|Thread-49|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 195021.621|INFO|Thread-49|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 557 JUDGED 109 min 6565943ms from TEAM130 @ site 1 id Run--5071392802779779336 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 195021.621|INFO|Thread-49|info|handlePacket start Packet[RUN_JUDGEMENT] #5093 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 195021.621|INFO|Thread-49|dumpPacket|Packet RUN_JUDGEMENT (Seq #5093, o#5093 ) handlePacket
200610 195021.621|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 195021.621|INFO|Thread-49|dumpPacket|    To: TEAM130 @ site 1
200610 195021.621|INFO|Thread-49|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-5771467716912978813 id JudgementRecord--8682538470274188943
200610 195021.621|INFO|Thread-49|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 195021.621|INFO|Thread-49|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 557 JUDGED 109 min 6565943ms from TEAM130 @ site 1 id Run--5071392802779779336 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213
200610 195022.627|INFO|Thread-49|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 557 JUDGED 109 min 6565943ms from TEAM130 @ site 1 id Run--5071392802779779336 problem KIEM_TRA_-_BAI_5--161566442110922070 lang C/C++-8920418238657793213; runFiles=null
200610 195022.627|INFO|Thread-49|runChanged|Event not for me: sent to null but my ID is TEAM130 @ site 1
200610 195022.627|INFO|Thread-49|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #5093 SERVER0 @ site 1 -> TEAM130 @ site 1
200610 200054.487|INFO|Thread-50|info| receiveObject(S) start got Packet[CLOCK_STOPPED] #5797 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 200054.487|INFO|Thread-50|dumpPacket|Packet CLOCK_STOPPED (Seq #5797, o#5797 ) recieveObject
200610 200054.487|INFO|Thread-50|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 200054.487|INFO|Thread-50|dumpPacket|    To: SERVER0 @ site 0
200610 200054.487|INFO|Thread-50|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 200054.487|INFO|Thread-50|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 200054.487|INFO|Thread-50|info|handlePacket start Packet[CLOCK_STOPPED] #5797 SERVER0 @ site 1 -> SERVER0 @ site 0
200610 200054.487|INFO|Thread-50|dumpPacket|Packet CLOCK_STOPPED (Seq #5797, o#5797 ) handlePacket
200610 200054.487|INFO|Thread-50|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-4356663172451421221)
200610 200054.487|INFO|Thread-50|dumpPacket|    To: SERVER0 @ site 0
200610 200054.487|INFO|Thread-50|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200610 200054.487|INFO|Thread-50|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
200610 200054.489|INFO|Thread-50|info|Clock for site 1 stopped by SERVER0 @ site 1 elapsed 2:00:00
200610 200054.489|INFO|Thread-50|info| receiveObject(S) end   got Packet[CLOCK_STOPPED] #5797 SERVER0 @ site 1 -> SERVER0 @ site 0
